"date","store_nbr","sales","onpromotion","transaction","Holiday"
2014-04-09,3,18295.16,0,104016,NA
2014-04-09,44,23151.396,0,142395,NA
2014-04-09,45,18420.331,0,114147,NA
2014-04-09,47,18163.07797,0,122067,NA
2014-04-09,49,13988.882,0,80454,NA
2014-04-10,3,15788.12203,0,97779,NA
2014-04-10,44,17810.947996,0,127347,NA
2014-04-10,45,15157.198,0,105567,NA
2014-04-10,47,14727.114012,0,117216,NA
2014-04-10,49,10872.999,0,73260,NA
2014-04-11,3,17776.7062,0,106788,NA
2014-04-11,44,22522.9074,0,139623,NA
2014-04-11,45,20086.34613,0,119394,NA
2014-04-11,47,17987.1535,0,124674,NA
2014-04-11,49,13232.5006,0,81048,NA
2014-04-12,3,23035.611,0,118272,NA
2014-04-12,44,34460.062,0,178035,NA
2014-04-12,45,28415.881,0,146025,NA
2014-04-12,47,27743.395014,0,161337,NA
2014-04-12,49,17881.891,0,99990,NA
2014-04-13,3,27144.7,0,119427,NA
2014-04-13,44,36157.49797,0,177540,NA
2014-04-13,45,33182.389,0,157278,NA
2014-04-13,47,31652.18398,0,163449,NA
2014-04-13,49,19717.654,0,95766,NA
2014-04-14,3,18216.872,0,103653,NA
2014-04-14,44,21771.858,0,132297,NA
2014-04-14,45,19730.014,0,114312,NA
2014-04-14,47,18043.364,0,121704,NA
2014-04-14,49,13773.561,0,75801,NA
2014-04-15,3,14511.138,0,94479,NA
2014-04-15,44,20091.358015,0,126621,NA
2014-04-15,45,16189.325,0,110451,NA
2014-04-15,47,17162.655998,0,119988,NA
2014-04-15,49,12611.506,0,75174,NA
2014-04-16,3,19980.966,0,106788,NA
2014-04-16,44,26306.105,0,147708,NA
2014-04-16,45,22219.823,0,123981,NA
2014-04-16,47,19592.603,0,131340,NA
2014-04-16,49,15535.141,0,82005,NA
2014-04-17,3,18506.257,0,109560,NA
2014-04-17,44,20136.201,0,141306,NA
2014-04-17,45,18200.726,0,125928,NA
2014-04-17,47,18719.842,0,143022,NA
2014-04-17,49,13641.851,0,85305,NA
2014-04-18,45,23237.36693,0,135762,TRUE
2014-04-18,44,26399.479,0,153054,TRUE
2014-04-18,3,18870.07466,0,104445,TRUE
2014-04-18,49,14741.1406,0,85866,TRUE
2014-04-18,47,22851.59679,0,145728,TRUE
2014-04-19,3,23879.51998,0,120384,NA
2014-04-19,44,30574.836,0,164703,NA
2014-04-19,45,29338.5351,0,163086,NA
2014-04-19,47,27518.728,0,166056,NA
2014-04-19,49,17911.199,0,102333,NA
2014-04-20,3,25402.208,0,116424,NA
2014-04-20,44,33703.25501,0,163977,NA
2014-04-20,45,33643.953,0,157377,NA
2014-04-20,47,33110.63102,0,165462,NA
2014-04-20,49,19558.652,0,97911,NA
2014-04-21,3,17971.028,0,104214,NA
2014-04-21,44,22809.098,0,131472,NA
2014-04-21,45,21239.913,0,122595,NA
2014-04-21,47,20160.809974,0,132759,NA
2014-04-21,49,14356.767,0,74514,NA
2014-04-22,3,18192.706,0,97350,NA
2014-04-22,44,30800.242,0,126126,NA
2014-04-22,45,15561.75702,0,107085,NA
2014-04-22,47,16312.439,0,117414,NA
2014-04-22,49,12107.001,0,68574,NA
2014-04-23,3,19338.632996,0,102300,NA
2014-04-23,44,22588.811,0,139821,NA
2014-04-23,45,19058.019,0,113586,NA
2014-04-23,47,18037.46801,0,123321,NA
2014-04-23,49,13782.796,0,77715,NA
2014-04-24,3,14517.742,0,91542,NA
2014-04-24,44,18038.154,0,125169,NA
2014-04-24,45,14362.254,0,100650,NA
2014-04-24,47,14343.352,0,113520,NA
2014-04-24,49,10167.29198,0,70587,NA
2014-04-25,3,17199.1229,0,100254,NA
2014-04-25,44,20097.688,0,134772,NA
2014-04-25,45,20443.5189,0,115698,NA
2014-04-25,47,17259.8233,0,118800,NA
2014-04-25,49,13356.005805,0,79728,NA
2014-04-26,3,23630.126,0,113157,NA
2014-04-26,44,33079.02,0,169884,NA
2014-04-26,45,27884.046,0,145827,NA
2014-04-26,47,26766.71102,0,155958,NA
2014-04-26,49,18014.06003,0,95139,NA
2014-04-27,3,26433.793,0,115236,NA
2014-04-27,44,37814.516,0,174669,NA
2014-04-27,45,35622.302,0,160017,NA
2014-04-27,47,35858.78501,0,170742,NA
2014-04-27,49,22298.4559,0,105171,NA
2014-04-28,3,17293.082,0,98868,NA
2014-04-28,44,20560.411,0,128799,NA
2014-04-28,45,18802.667,0,109131,NA
2014-04-28,47,16454.045998,0,115995,NA
2014-04-28,49,12923.708,0,69696,NA
2014-04-29,3,14976.06,0,92994,NA
2014-04-29,44,17166.632002,0,119031,NA
2014-04-29,45,14772.43,0,102993,NA
2014-04-29,47,15073.903,0,108174,NA
2014-04-29,49,10601.598002,0,65967,NA
2014-04-30,3,17507.1049,0,100650,NA
2014-04-30,44,21151.276,0,137445,NA
2014-04-30,45,17815.357,0,114444,NA
2014-04-30,47,17396.769,0,122463,NA
2014-04-30,49,14272.833,0,80058,NA
2014-05-01,45,30553.2919,0,149193,TRUE
2014-05-01,44,32626.414,0,169719,TRUE
2014-05-01,47,32446.882104,0,167739,TRUE
2014-05-01,3,22785.224,0,112662,TRUE
2014-05-01,49,20165.49995,0,101244,TRUE
2014-05-02,3,21006.0766,0,106227,NA
2014-05-02,44,25433.4442,0,145299,NA
2014-05-02,45,25339.0317,0,129030,NA
2014-05-02,47,23893.9148,0,134310,NA
2014-05-02,49,17678.984896,0,85569,NA
2014-05-03,3,27693.55,0,129426,NA
2014-05-03,44,37058.75703,0,178926,NA
2014-05-03,45,33041.807,0,152889,NA
2014-05-03,47,33634.428,0,169752,NA
2014-05-03,49,20308.345996,0,99957,NA
2014-05-04,3,28903.70697,0,123684,NA
2014-05-04,44,40410.051,0,175692,NA
2014-05-04,45,38398.468,0,153648,NA
2014-05-04,47,36718.529,0,169983,NA
2014-05-04,49,23245.34,0,99561,NA
2014-05-05,3,19803.13102,0,98373,NA
2014-05-05,44,23503.752,0,128106,NA
2014-05-05,45,21209.93,0,115302,NA
2014-05-05,47,20875.84796,0,126588,NA
2014-05-05,49,14929.343056,0,76362,NA
2014-05-06,3,18517.0011,0,98637,NA
2014-05-06,44,20478.337995,0,121539,NA
2014-05-06,45,18560.12302,0,105567,NA
2014-05-06,47,18167.07004,0,122793,NA
2014-05-06,49,13774.159,0,74646,NA
2014-05-07,3,20030.322,0,110946,NA
2014-05-07,44,25011.95401,0,147906,NA
2014-05-07,45,20492.936,0,118668,NA
2014-05-07,47,18970.086,0,126126,NA
2014-05-07,49,15225.998,0,79794,NA
2014-05-08,3,15266.155996,0,91740,NA
2014-05-08,44,16930.431,0,124377,NA
2014-05-08,45,17115.94098,0,109527,NA
2014-05-08,47,15204.925,0,122925,NA
2014-05-08,49,11396.96303,0,73029,NA
2014-05-09,3,18940.0473,0,110286,NA
2014-05-09,44,23459.0435,0,153681,NA
2014-05-09,45,21405.2036,0,129756,NA
2014-05-09,47,19446.70669,0,136455,NA
2014-05-09,49,15160.4877,0,89496,NA
2014-05-10,47,30233.5989,0,188925,TRUE
2014-05-10,49,23542.539005,0,132627,TRUE
2014-05-10,44,37298.6771,0,207240,TRUE
2014-05-10,3,26458.1519,0,140580,TRUE
2014-05-10,45,30485.18001,0,180807,TRUE
2014-05-11,49,15417.137,0,97779,TRUE
2014-05-11,47,24509.518,0,162723,TRUE
2014-05-11,45,24278.736,0,150975,TRUE
2014-05-11,3,18911.822,0,112860,TRUE
2014-05-11,44,25713.196,0,145893,TRUE
2014-05-12,3,17731.324,13,94644,NA
2014-05-12,44,21146.045,0,125037,NA
2014-05-12,45,20516.089,0,112992,NA
2014-05-12,47,17093.18204,0,116721,NA
2014-05-12,49,14043.00004,0,72534,NA
2014-05-13,3,18006.736995,8,96129,NA
2014-05-13,44,20078.082,0,124344,NA
2014-05-13,45,17154.68999,0,104676,NA
2014-05-13,47,17801.229,0,116622,NA
2014-05-13,49,11164.691,0,70752,NA
2014-05-14,3,16323.198,20,100419,NA
2014-05-14,44,22226.753996,0,136224,NA
2014-05-14,45,17635.474,0,111177,NA
2014-05-14,47,17769.92305,0,117381,NA
2014-05-14,49,13680.56598,0,76362,NA
2014-05-15,3,14353.272996,13,93291,NA
2014-05-15,44,28880.00695,0,123189,NA
2014-05-15,45,14377.031,0,103191,NA
2014-05-15,47,14262.48,0,111375,NA
2014-05-15,49,10856.459,0,69465,NA
2014-05-16,3,20433.479,190,110220,NA
2014-05-16,44,23266.30298,0,141273,NA
2014-05-16,45,22524.9039,0,120186,NA
2014-05-16,47,20262.20048,0,125037,NA
2014-05-16,49,14873.5207,0,83127,NA
2014-05-17,3,26088.845,11,121110,NA
2014-05-17,44,34412.45197,0,168498,NA
2014-05-17,45,30300.599,0,144012,NA
2014-05-17,47,28719.065,0,158895,NA
2014-05-17,49,19995.291005,0,95535,NA
2014-05-18,3,29694.324,9,122958,NA
2014-05-18,44,40186.64,0,173646,NA
2014-05-18,45,38647.083,0,156684,NA
2014-05-18,47,35318.256,0,167871,NA
2014-05-18,49,23031.41896,0,100881,NA
2014-05-19,3,18432.134,15,97515,NA
2014-05-19,44,21452.155,0,128040,NA
2014-05-19,45,20783.33202,0,109461,NA
2014-05-19,47,18400.728,0,118668,NA
2014-05-19,49,14312.597,0,75042,NA
2014-05-20,3,17352.624,9,95832,NA
2014-05-20,44,17575.336,0,117579,NA
2014-05-20,45,16494.542,0,104610,NA
2014-05-20,47,17196.524,0,114609,NA
2014-05-20,49,12100.572,0,71247,NA
2014-05-21,3,17467.829,14,102795,NA
2014-05-21,44,21326.734,0,135003,NA
2014-05-21,45,18104.66,0,110847,NA
2014-05-21,47,16445.36,0,118437,NA
2014-05-21,49,13740.728,0,75240,NA
2014-05-22,3,14820.05799,11,90552,NA
2014-05-22,44,18292.761,0,124377,NA
2014-05-22,45,14165.94497,0,97779,NA
2014-05-22,47,13847.189,0,104808,NA
2014-05-22,49,10762.126,0,69663,NA
2014-05-23,3,17415.982,193,100287,NA
2014-05-23,44,21697.3613,0,137973,NA
2014-05-23,45,19479.95553,0,111243,NA
2014-05-23,47,17780.614,0,118569,NA
2014-05-23,49,13396.07967,0,78903,NA
2014-05-24,49,17936.022,0,94413,TRUE
2014-05-24,3,25175.592,9,117777,TRUE
2014-05-24,47,28651.46998,0,159489,TRUE
2014-05-24,44,31196.215,0,168927,TRUE
2014-05-24,45,29313.0809,0,149391,TRUE
2014-05-25,3,26350.369,15,113454,NA
2014-05-25,44,35615.1291,0,171006,NA
2014-05-25,45,34241.733,0,151404,NA
2014-05-25,47,32916.649,0,164043,NA
2014-05-25,49,20391.88,0,93885,NA
2014-05-26,3,17987.13698,10,99231,NA
2014-05-26,44,21149.048,0,130680,NA
2014-05-26,45,18794.354,0,110055,NA
2014-05-26,47,18311.42501,0,112695,NA
2014-05-26,49,13471.768,0,69432,NA
2014-05-27,3,15455.756005,17,94215,NA
2014-05-27,44,18214.23202,0,124377,NA
2014-05-27,45,15290.406,0,98439,NA
2014-05-27,47,15386.227,0,103455,NA
2014-05-27,49,12334.20403,0,68904,NA
2014-05-28,3,16578.26203,11,100089,NA
2014-05-28,44,21139.673,0,140250,NA
2014-05-28,45,17304.229,0,107019,NA
2014-05-28,47,16524.594,0,115368,NA
2014-05-28,49,13031.996,0,72765,NA
2014-05-29,3,14112.98401,14,89595,NA
2014-05-29,44,16065.006,0,125532,NA
2014-05-29,45,13904.609,0,98109,NA
2014-05-29,47,13109.168,0,109956,NA
2014-05-29,49,10627.903,0,67188,NA
2014-05-30,3,18718.60092,185,108273,NA
2014-05-30,44,22692.8241,0,144045,NA
2014-05-30,45,21235.8402,0,117447,NA
2014-05-30,47,19673.4438,0,127578,NA
2014-05-30,49,14955.15853,0,84777,NA
2014-05-31,3,25964.121,20,118932,NA
2014-05-31,44,34071.326,0,173877,NA
2014-05-31,45,32844.877,0,153912,NA
2014-05-31,47,30129.553,0,157938,NA
2014-05-31,49,19575.613,0,103587,NA
2014-06-01,3,33831.534,10,119493,NA
2014-06-01,44,47019.778,0,198264,NA
2014-06-01,45,41543.75,0,159951,NA
2014-06-01,47,36669.37811,0,164274,NA
2014-06-01,49,26567.5161,0,109857,NA
2014-06-02,3,22331.589,13,103983,NA
2014-06-02,44,26885.24,0,140052,NA
2014-06-02,45,27681.53098,0,122397,NA
2014-06-02,47,25399.78,0,131703,NA
2014-06-02,49,16968.30197,0,76527,NA
2014-06-03,3,19686.128,18,99165,NA
2014-06-03,44,23017.072,0,129624,NA
2014-06-03,45,22475.236,0,112926,NA
2014-06-03,47,20496.445,0,121605,NA
2014-06-03,49,14281.694,0,74646,NA
2014-06-04,3,19771.24897,14,105369,NA
2014-06-04,44,25767.83002,0,141933,NA
2014-06-04,45,22206.803,0,117315,NA
2014-06-04,47,20265.266,0,128205,NA
2014-06-04,49,15377.14,0,79695,NA
2014-06-05,3,15970.128,16,96360,NA
2014-06-05,44,18599.56702,0,125169,NA
2014-06-05,45,16410.465,0,99297,NA
2014-06-05,47,16181.009,0,116292,NA
2014-06-05,49,11472.572,0,71544,NA
2014-06-06,3,18622.239095,193,101343,NA
2014-06-06,44,24965.048,0,142626,NA
2014-06-06,45,22572.97101,0,118437,NA
2014-06-06,47,20356.5605,0,128073,NA
2014-06-06,49,15914.6809,0,86493,NA
2014-06-07,3,25969.307,12,118404,NA
2014-06-07,44,33788.094,0,174966,NA
2014-06-07,45,30279.65501,0,149622,NA
2014-06-07,47,28436.36402,0,160182,NA
2014-06-07,49,18208.853,0,97845,NA
2014-06-08,3,29489.999,11,118371,NA
2014-06-08,44,33991.34599,0,156189,NA
2014-06-08,45,37107.08002,0,156519,NA
2014-06-08,47,35525.59092,0,167112,NA
2014-06-08,49,22206.567,0,99660,NA
2014-06-09,3,19451.058,16,98835,NA
2014-06-09,44,22558.201,0,132396,NA
2014-06-09,45,20334.041,0,111111,NA
2014-06-09,47,19153.417,0,118635,NA
2014-06-09,49,15015.996,0,77550,NA
2014-06-10,3,16539.21197,12,94743,NA
2014-06-10,44,17574.672,0,119361,NA
2014-06-10,45,16888.269,0,104247,NA
2014-06-10,47,16057.98499,0,112035,NA
2014-06-10,49,12217.215003,0,72138,NA
2014-06-11,3,20213.46798,15,99858,NA
2014-06-11,44,22662.139,0,139656,NA
2014-06-11,45,20450.441,0,116820,NA
2014-06-11,47,17790.327096,0,123783,NA
2014-06-11,49,14460.291,0,79398,NA
2014-06-12,49,11801.673,0,76626,TRUE
2014-06-12,3,15843.807,13,94776,TRUE
2014-06-12,45,14888.27498,0,101772,TRUE
2014-06-12,47,14194.483,0,110451,TRUE
2014-06-12,44,17963.107,0,126027,TRUE
2014-06-13,3,20416.454996,185,112398,NA
2014-06-13,44,24853.1865,0,151272,NA
2014-06-13,45,24380.0079,0,131142,NA
2014-06-13,47,21228.897216,0,132990,NA
2014-06-13,49,17013.1436,0,94776,NA
2014-06-14,3,31344.7391,9,143220,NA
2014-06-14,44,41498.63103,0,205788,NA
2014-06-14,45,36406.9869,0,181170,NA
2014-06-14,47,33806.172,0,193083,NA
2014-06-14,49,25097.24002,0,131571,NA
2014-06-15,47,22193.967,0,135894,TRUE
2014-06-15,45,22135.062,0,123123,TRUE
2014-06-15,3,17473.217,11,95700,TRUE
2014-06-15,49,12379.405,0,77187,TRUE
2014-06-15,44,21852.582024,0,122760,TRUE
2014-06-16,3,20570.6869,14,103257,NA
2014-06-16,44,25087.072,0,134112,NA
2014-06-16,45,23576.885,0,114213,NA
2014-06-16,47,21729.27702,0,122430,NA
2014-06-16,49,15145.49496,0,74778,NA
2014-06-17,3,18207.646,13,98307,NA
2014-06-17,44,20307.715,0,125334,NA
2014-06-17,45,18611.62198,0,105072,NA
2014-06-17,47,19117.047,0,111408,NA
2014-06-17,49,12910.177,0,71346,NA
2014-06-18,3,19208.199,22,101277,NA
2014-06-18,44,22039.20303,0,133452,NA
2014-06-18,45,19918.938,0,109593,NA
2014-06-18,47,19058.258,0,116787,NA
2014-06-18,49,14185.335,0,75768,NA
2014-06-19,3,16424.89902,16,94083,NA
2014-06-19,44,18725.544,0,122892,NA
2014-06-19,45,16496.727,0,99660,NA
2014-06-19,47,15086.43601,0,109692,NA
2014-06-19,49,11928.018,0,73326,NA
2014-06-20,47,17922.122704,0,118041,TRUE
2014-06-20,45,21580.6161,0,116985,TRUE
2014-06-20,44,19765.7377,0,124542,TRUE
2014-06-20,49,13590.631,0,80553,TRUE
2014-06-20,3,19161.486,186,110121,TRUE
2014-06-21,3,24857.325996,11,117282,NA
2014-06-21,44,33907.946,0,166650,NA
2014-06-21,45,29307.5181,0,140646,NA
2014-06-21,47,28103.842,0,148302,NA
2014-06-21,49,19052.322004,0,95535,NA
2014-06-22,3,28462.06,11,119196,NA
2014-06-22,44,35434.051,0,159159,NA
2014-06-22,45,36069.017,0,150579,NA
2014-06-22,47,33075.36898,0,159357,NA
2014-06-22,49,20580.234,0,95007,NA
2014-06-23,3,17621.684,10,95931,NA
2014-06-23,44,34946.847,0,125037,NA
2014-06-23,45,21776.475,0,107910,NA
2014-06-23,47,19243.034,0,112629,NA
2014-06-23,49,13727.415026,0,71643,NA
2014-06-24,3,16265.62303,17,89859,NA
2014-06-24,44,19632.886,0,119823,NA
2014-06-24,45,15630.624,0,97680,NA
2014-06-24,47,15893.596,0,104049,NA
2014-06-24,49,12292.861,0,68310,NA
2014-06-25,3,18033.182996,13,102993,TRUE
2014-06-25,44,18506.561,0,123750,TRUE
2014-06-25,45,17604.481,14,105435,TRUE
2014-06-25,47,16561.278003,0,111870,TRUE
2014-06-25,49,13393.10297,0,77814,TRUE
2014-06-26,3,14646.39,8,91476,NA
2014-06-26,44,18178.56698,0,118602,NA
2014-06-26,45,15076.277998,13,95568,NA
2014-06-26,47,14451.412,0,105039,NA
2014-06-26,49,11349.672,0,69762,NA
2014-06-27,3,20000.213024,180,108669,NA
2014-06-27,44,21626.338,0,133551,NA
2014-06-27,45,20501.425,188,112926,NA
2014-06-27,47,18765.9937,0,119196,NA
2014-06-27,49,14862.451,0,82929,NA
2014-06-28,45,29288.112,18,135663,TRUE
2014-06-28,3,24142.006,8,111870,TRUE
2014-06-28,49,16095.65098,0,90354,TRUE
2014-06-28,44,29778,0,148599,TRUE
2014-06-28,47,26484.21102,0,146817,TRUE
2014-06-29,44,33155.78,0,150579,TRUE
2014-06-29,49,19361.18,0,89298,TRUE
2014-06-29,45,34533.005,9,139854,TRUE
2014-06-29,47,32253.551,0,154506,TRUE
2014-06-29,3,26419.526,10,112860,TRUE
2014-06-30,44,22789.352,10,128997,TRUE
2014-06-30,45,21674.6361,8,112464,TRUE
2014-06-30,49,15858.604,5,80058,TRUE
2014-06-30,3,19632.286,12,99825,TRUE
2014-06-30,47,20268.131,14,122694,TRUE
2014-07-01,45,35636.844,10,116028,TRUE
2014-07-01,44,40447.494,14,130119,TRUE
2014-07-01,47,35219.704,18,121506,TRUE
2014-07-01,49,24317.209,7,78144,TRUE
2014-07-01,3,33362.68298,13,101277,TRUE
2014-07-02,3,39622.73,175,108306,NA
2014-07-02,44,50616.442,207,148302,NA
2014-07-02,45,42241.824,196,125928,NA
2014-07-02,47,36850.41,186,133650,NA
2014-07-02,49,29717.527,200,88143,NA
2014-07-03,3,29522.143,7,100485,NA
2014-07-03,44,34998.176,14,127017,NA
2014-07-03,45,28653.387996,12,114510,NA
2014-07-03,47,29050.435,18,124872,NA
2014-07-03,49,22848.013,11,80025,NA
2014-07-04,49,23315.741,193,83589,TRUE
2014-07-04,47,30950.77,195,126258,TRUE
2014-07-04,44,35662.77099,201,135663,TRUE
2014-07-04,3,29536.519,191,102960,TRUE
2014-07-04,45,37528.4721,190,121572,TRUE
2014-07-05,45,45756.943,11,143682,TRUE
2014-07-05,49,29475.078,19,94479,TRUE
2014-07-05,44,50965.708,5,154242,TRUE
2014-07-05,47,45011.45,29,158928,TRUE
2014-07-05,3,39219.947005,12,114543,TRUE
2014-07-06,3,46289.556,23,118404,NA
2014-07-06,44,64146.527,10,168036,NA
2014-07-06,45,53900.7885,16,152658,NA
2014-07-06,47,53539.36891,16,165033,NA
2014-07-06,49,34315.016,7,100980,NA
2014-07-07,3,33552.615,17,101574,NA
2014-07-07,44,37039.867,11,132429,NA
2014-07-07,45,33407.823,12,119427,NA
2014-07-07,47,31468.499,27,127776,NA
2014-07-07,49,27056.041,11,77715,NA
2014-07-08,49,20834.36,12,74613,TRUE
2014-07-08,3,25695.725,17,92136,TRUE
2014-07-08,44,31809.408,8,120219,TRUE
2014-07-08,45,27111.421,14,105501,TRUE
2014-07-08,47,20222.674,13,93852,TRUE
2014-07-09,3,33142.761,178,95469,TRUE
2014-07-09,49,24236.871,203,74943,TRUE
2014-07-09,45,31632.737,198,105864,TRUE
2014-07-09,44,40275.27,193,134739,TRUE
2014-07-09,47,30729.55798,207,124476,TRUE
2014-07-10,3,25047.425,11,91641,NA
2014-07-10,44,29022.609,13,124740,NA
2014-07-10,45,24414.719,13,103719,NA
2014-07-10,47,22680.804,13,109296,NA
2014-07-10,49,18377.085,17,73227,NA
2014-07-11,3,29653.873006,191,103554,NA
2014-07-11,44,37861.54,193,140250,NA
2014-07-11,45,33246.993,199,123585,NA
2014-07-11,47,28728.405,212,125664,NA
2014-07-11,49,23399.051,186,84579,NA
2014-07-12,3,39902.796994,11,120120,TRUE
2014-07-12,49,30026.103,10,97581,TRUE
2014-07-12,44,53790.55697,17,158928,TRUE
2014-07-12,47,38521.64098,12,149391,TRUE
2014-07-12,45,42483.051,9,138501,TRUE
2014-07-13,3,35094.972,19,103290,TRUE
2014-07-13,49,25554.106,14,83919,TRUE
2014-07-13,47,40440.22599,23,138600,TRUE
2014-07-13,45,43229.159,17,125961,TRUE
2014-07-13,44,46165.933,10,137907,TRUE
2014-07-14,3,30784.144,14,99990,NA
2014-07-14,44,36774.152,8,132099,NA
2014-07-14,45,31565.72,12,115665,NA
2014-07-14,47,28716.01,16,119988,NA
2014-07-14,49,24420.816,6,75108,NA
2014-07-15,3,25131.941,8,95601,NA
2014-07-15,44,32841.531004,11,125796,NA
2014-07-15,45,26163.748986,19,110121,NA
2014-07-15,47,26965.654,11,120714,NA
2014-07-15,49,20688.254,19,78639,NA
2014-07-16,3,34652.045,181,103158,NA
2014-07-16,44,45677.125,188,138435,NA
2014-07-16,45,37816.675,198,119922,NA
2014-07-16,47,31148.195,178,125301,NA
2014-07-16,49,25280.17,204,82368,NA
2014-07-17,3,25153.54897,13,94644,NA
2014-07-17,44,29882.358996,20,122562,NA
2014-07-17,45,25138.578,13,105270,NA
2014-07-17,47,24010.463,10,116787,NA
2014-07-17,49,20310.647,18,77814,NA
2014-07-18,3,29664.8,189,104742,NA
2014-07-18,44,34775.24311,206,137280,NA
2014-07-18,45,34002.86,194,124476,NA
2014-07-18,47,27258.01098,198,119394,NA
2014-07-18,49,22605.625,189,83193,NA
2014-07-19,3,37933.059974,15,114807,NA
2014-07-19,44,50027.627,13,159654,NA
2014-07-19,45,41172.877,16,140811,NA
2014-07-19,47,37071.34303,27,146949,NA
2014-07-19,49,29628.550996,13,96195,NA
2014-07-20,3,39817.239996,14,110385,NA
2014-07-20,44,50306.461,9,146289,NA
2014-07-20,45,47632.18692,13,138501,NA
2014-07-20,47,43262.69402,22,147939,NA
2014-07-20,49,30064.06,10,91938,NA
2014-07-21,3,31110.546996,11,100584,NA
2014-07-21,44,35054.345,16,130020,NA
2014-07-21,45,32742.534,17,120879,NA
2014-07-21,47,29431.171,14,121704,NA
2014-07-21,49,23132.15,9,74316,NA
2014-07-22,44,32111.938,10,125301,NA
2014-07-22,3,27032.866,21,93159,NA
2014-07-22,45,26014.687,18,105963,NA
2014-07-22,47,25055.947,12,113289,NA
2014-07-22,49,18827.128,9,71247,NA
2014-07-23,3,32893.254,182,102663,NA
2014-07-23,44,42585.843,191,139425,NA
2014-07-23,45,32151.497,196,115071,NA
2014-07-23,47,29067.293,186,120813,NA
2014-07-23,49,24224.084,211,75966,NA
2014-07-24,3,21280.549,10,90420,NA
2014-07-24,44,28092.80304,8,123948,NA
2014-07-24,45,26005.71997,6,102102,NA
2014-07-24,47,22574.23402,13,109428,NA
2014-07-24,49,18119.164,12,71049,NA
2014-07-25,3,29038.62102,189,102135,NA
2014-07-25,44,51529.257995,203,136620,NA
2014-07-25,45,31780.563,204,121011,NA
2014-07-25,47,25814.9241,213,118899,NA
2014-07-25,49,20079.04204,190,76428,NA
2014-07-26,3,34623.821,15,110121,NA
2014-07-26,44,47298.36,27,156618,NA
2014-07-26,45,39074.222,18,139524,NA
2014-07-26,47,33974.59798,18,141075,NA
2014-07-26,49,25067.235,11,88704,NA
2014-07-27,3,37594.686,15,109032,NA
2014-07-27,44,50479.52297,10,149358,NA
2014-07-27,45,44732.88999,10,135069,NA
2014-07-27,47,39803.706,12,140547,NA
2014-07-27,49,28209.773,15,88869,NA
2014-07-28,3,28863.1892,10,95700,NA
2014-07-28,44,35739.050004,7,126390,NA
2014-07-28,45,29074.717,10,109923,NA
2014-07-28,47,27160.909,16,113124,NA
2014-07-28,49,20591.034,8,70389,NA
2014-07-29,3,24924.84,10,91740,NA
2014-07-29,44,31343.13597,17,124014,NA
2014-07-29,45,25653.637,8,104643,NA
2014-07-29,47,21500.886,14,104544,NA
2014-07-29,49,18930.894,8,68739,NA
2014-07-30,3,31067.155,183,98373,NA
2014-07-30,44,38118.313,188,136224,NA
2014-07-30,45,30010.106,205,109230,NA
2014-07-30,47,33158.63401,190,116919,NA
2014-07-30,49,22399.86503,207,72963,NA
2014-07-31,3,23596.32,13,90585,NA
2014-07-31,44,32168.347,9,126588,NA
2014-07-31,45,24788.31,10,106788,NA
2014-07-31,47,25735.004998,10,114510,NA
2014-07-31,49,18866.70799,15,69432,NA
2014-08-01,3,21256.85,184,105732,NA
2014-08-01,44,27042.526,198,148269,NA
2014-08-01,45,36235.165,192,138501,NA
2014-08-01,47,23679.67297,195,136884,NA
2014-08-01,49,17750.645,198,92070,NA
2014-08-02,3,25346.046,14,113454,NA
2014-08-02,44,36954.819,10,165198,NA
2014-08-02,45,34632.1259,13,154836,NA
2014-08-02,47,28490.61501,8,153846,NA
2014-08-02,49,19391.021,8,98307,NA
2014-08-03,3,25612.473,9,108999,NA
2014-08-03,44,34795.486,9,162723,NA
2014-08-03,45,36532.29302,9,149919,NA
2014-08-03,47,30737.743,13,152856,NA
2014-08-03,49,20506.031,14,95172,NA
2014-08-04,3,19183.035,7,102036,NA
2014-08-04,44,25818.219,7,140976,NA
2014-08-04,45,23349.363995,8,126918,NA
2014-08-04,47,23638.274,10,133848,NA
2014-08-04,49,15544.706,6,80553,NA
2014-08-05,3,17333.3471,12,94908,NA
2014-08-05,44,21754.34,6,127743,NA
2014-08-05,45,20380.045,11,115401,NA
2014-08-05,47,19798.091,11,123189,NA
2014-08-05,49,12929.082,8,72666,NA
2014-08-06,3,17813.417,12,100089,NA
2014-08-06,44,23769.50598,8,143451,NA
2014-08-06,45,21282.786,15,115896,NA
2014-08-06,47,20035.047,14,127611,NA
2014-08-06,49,13375.856002,25,78672,NA
2014-08-07,3,14951.833,12,88638,NA
2014-08-07,44,19047.866,14,126852,NA
2014-08-07,45,16242.62898,18,111309,NA
2014-08-07,47,15825.02802,12,113949,NA
2014-08-07,49,11676.269,13,73557,NA
2014-08-08,3,18360.43698,191,98934,NA
2014-08-08,44,23582.24,200,144441,NA
2014-08-08,45,22023.151,202,126126,NA
2014-08-08,47,18942.436,193,122694,NA
2014-08-08,49,14283.34703,198,80850,NA
2014-08-09,3,20565.606,25,104874,NA
2014-08-09,44,29485.0971,18,155595,NA
2014-08-09,45,25907.921,20,138501,NA
2014-08-09,47,23508.4541,24,143781,NA
2014-08-09,49,17232.78398,15,91641,NA
2014-08-10,45,28303.89499,17,139161,TRUE
